"Id","info1","info2"
90,"北京-海淀区  |  3-4年经验  |  本科  |  招若干人  |  10-30发布","要求：1.  计算机相关专业211本科以上，3年以上大数据开发经验，5年以上技术研发经验；2、计算机功底扎实，掌握一定的数据结构、算法、技术架构方法；3、精通大数据技术栈，熟悉大数据处理引擎，例如Hadoop、Storm、Spark、Flink等；4、三年以上平台产品设计和开发经验，具备优秀的编程能力和良好的开发习惯。5、熟悉Linux平台上的Java、Scala编程；6、国内一线互联网公司或企业级服务公司从业者优先;"
91,"上海-徐汇区  |  1年经验  |  本科  |  招1人  |  10-30发布","岗位职责：1、  负责医疗人工智能相关的解决方案规划设计，通过与客户充分沟通引导用户需求，整合公司内部产品、技术能力及外部生态合作伙伴的资源能力，输出针对性方案；2、  负责人工智能+医疗领域进行行业调研、竞品分析以及垂直场景需求分析等工作，对公司业务、产品规划形成有效支撑；3、 负责公司内部运营项目管理工作，可协调多部门协同工作。制定项目计划并可对项目风险进行有效预判及把控。4、  配合产品及技术团队完成人工智能+医疗类应用产品建设工作，充分洞察分析客户应用场景，从医学、市场等方面为产品研发提供建设性意见；  岗位要求：1、  1-3年工作经验，熟悉健康医疗行业，具有从事医院信息化、互联网医疗、健康大数据、人工智能、影像云等项目经验，能够独立承担项目管理工作。2、  对医学知识、医院工作流程以及医院的临床服务、科研、管理等工作场景有深入的理解，能与医院工作人员进行顺畅的交流；3、  PPT及文笔能力要求出色，需具备清晰地逻辑表达能力和培训演讲技能；4、  具备较强的沟通技巧和团队协作能力，能接受高强度工作及高频出差；5、  英文6级及以上，听说读写能力优秀，有PMP证书、海外留学、从业经验者优先。"
92,"深圳  |  无工作经验  |  本科  |  招若干人  |  10-30发布","工作职责:1.负责AI团队与集成部门的沟通，跟踪项目进度。2.参与AI项目前期调研工作：包括落实摄像头安装位置、确定成像效果满足AI算法最低要求，以及确定工作场景等。3.及时搜集前方AI产品问题反馈。4.为AI项目落地提供技术支持。任职资格:1.本科及以上学历，理工科专业背景；2.具备较好的沟通协调能力，能够承担工作压力，富有团队合作精神；3.能够吃苦耐劳，学习能力强；4.对人工智能、车载监控感兴趣者优先。"
93,"广州-越秀区  |  无工作经验  |  硕士  |  招2人  |  10-30发布","1、进行AI方面的算法研究；2、为公司的产品及解决方案提供AI服务能力的支撑；职位要求：1、211类重点大学硕士毕业以上；2、熟悉各种AI算法及其使用场景3、熟悉Python语言4、具有较好的技术钻研和问题解决能力；5、能吃苦耐劳，学习能力强，有团队合作精神；6、有Kaggle项目参与经历者优先"
94,"上海-静安区  |  无工作经验  |  招若干人  |  10-30发布","工作职责1. 负责公司产品快报的排版与制作；2. 负责海报及礼品的简单的设计；3. 与印刷供应商保持良好沟通；4. 完成部门内的其他相关工作。职位要求1. 28岁以下，设计专业毕业，优秀应届生可；2. 熟练使用AI、PS、Indesign等软件；"
95,"深圳-南山区  |  3-4年经验  |  招1人  |  10-31发布","岗位职责：1、负责产品的竞品分析，客户需求的调研、评估；2、负责软件终端及互联网平台的需求分析、功能定义、需求文档撰写及软件界面原型设计；3、负责产品版本计划、跟踪及维护；4、负责客户需求沟通、项目推动、资源协调及内外部伙伴合作事项。岗位要求：1、本科及以上学历，计算机、通信、电子相关专业；2、两年以上产品经理经验；3、有计算机软件、互联网、车载产品相关产品经验优先；4、具有良好的沟通能力及团队协调能力。"
96,"深圳  |  3-4年经验  |  大专  |  招若干人  |  11-02发布","1、负责服务器（AI算力）、人工智能解决方案（如：人脸识别系统）销售及市场拓展工作;2、根据公司的产品和价格策略，独立完成现有产品推广、报价、简单客户支持、合同签署、回款等全过程，并能与公司其他部门进行有效的配合。【岗位要求】    1、大专及以上学历，热爱人工智能等科技领域； 2、有过互联网、智能科技领域产品推广经验或两年以上市场团队管理经验优先； 3、极强的自我驱动能力，广泛的圈内人脉资源。"
97,"上海-浦东新区  |  3-4年经验  |  本科  |  招1人  |  11-02发布","岗位职责： 1、负责公司日常商业广告、专题设计需求； 2、负责公司大小型活动线下物料设计； 3、负责公司对外宣传露出的品牌设计； 4、完成商业或品牌创意性设计工作； 5、较强的设计能力和沟通能力，熟练掌握平面设计、网页设计的各种技能，对设计有一定的创意及深度的理解；6、对文案及策划有较强理解力，作品富有创意，色彩把握及整体构成有良好运用能力；7、会视频制作、处理简单的视频后期；8、工作细致耐心，按时完成并保证设计品质； 9、完成领导安排的其他临时工作。 任职要求： 1、有一定的手绘能力，并能支撑定推广相关创意性设计工作； 2、熟练掌握AE,photoshop,CDR AI软件； 3、有较强的理解、领悟能力、沟通能力、工作协调能力和创造力； 4、具备较高的艺术修养，扎实的美术功底，拥有成熟的作品，具备一定的个人设计风格、新颖的创意视点； 5、严谨细致的工作态度，较强的团队合作精神及工作责任心；"
98,"深圳-南山区  |  2年经验  |  大专  |  招1人  |  11-02发布","1、平面设计 1）vis设计、设计企业宣传画册、海报、折页及产品手册等 2）负责各种产品运输包装设计、产品丝印、说明书等平面设计的创意和出样；3）负责公司内刊的平面设计、制作工作。4）设计展会展览所需的广告喷绘、展览资料、礼品等相关资料的平面设计。2、视觉设计 1）网站PC和移动端风格设计、专题页面、banner设计。2）微信banner图片、微信h5页面设计。3）创意广告、节日海报设计，协助微信端传播。 3、UI设计 1）根据产品需求，对产品的整体美术风格、交互设计、界面结构等做出设计；2）能积极与开发沟通，推进界面及交互设计的最终实现3）根据交互设计及产品规划，完成产品(iPhone、Android )相关的用户界面视觉设计。4、拍照 1) 产品、活动拍照，效果图片修图。2）产品和企业介绍所需的摄影工作 全责5、网页代码   负责两个官方网站代码、前端页面上线。6、公司或部门领导指派的其他工作任务的完成。岗位要求：1、2年以上同等职位工作经验，大专或以上学历，美术、设计或相关专业；2、熟练使用Photoshop、AI等软件；熟练OFFICE等办公软件；3、具有视觉设计、色彩有敏锐的观察力及分析能力，注重细节，思路开阔，创意丰富，有良好的设计感；4、有扎实的美术功底和设计理论知识，对流行趋势拥有敏锐的洞察力和领悟能力；5、对交互设计和用户体验有较深理解，了解前端制作流程；6、善于学习和沟通，能承受工作压力，对工作认真负责, 具有高度的团队合作精神；"
99,"北京-海淀区  |  2年经验  |  本科  |  招1人  |  11-02发布","1、   全面参与项目设计过程，独立完成日常设计工作，较强的创意和执行能力；2、   负责公司的平面类的项目执行；3、   负责包装设计、画册、折页等平面设计工作；4、   有深厚的设计功底，可以独立完成图形的创意及设计；5、   有独特的设计、创意感觉、超强的画面把控能力。1、   本科及以上学历，艺术设计、视觉传达等相关专业2年工作经验；2、   熟练使用Photoshop、AI等制图软件，能够独立完成jpg、gif、flash等格式的图文内容制作；3、   设计风格互联网化，具有新媒体物料设计经验；4、   完稿快，善于沟通，抗压能力强，能吃苦耐劳；5、   熟悉线下物料的工艺，对接供应商确保设计的实现；6、   该职位需要提供作品或作品链接。"
100,"深圳-南山区  |  无工作经验  |  招1人  |  11-02发布","1、负责产品（PC、移动端）UI设计与用户体验，包括界面视觉设计、整体版式，风格设计；2、参与产品讨论，从视觉设计和用户体验的角度提出建议与解决方案；3、配合产品经理、开发人员进行页面布局和效果的整体实现，保证最终设计质量；4、规范产品在用户体验上的统一性和一致性，制定、维护和更新UI设计视觉风格规范；5、持续关注设计趋势，对UI设计进行专研，与团队一起学习进步。 1、美术设计类相关专业，2年以上APP游戏设计经验；2、掌握UI界面的设计流程，重视用户体验，有较强的色彩把握能力和自己的设计理念；2、能够熟练使用Sketch、PhotoShop、AI等相关设计软件；4、具备较好的沟通能力和逻辑思维能力，有良好的团队合作精神，责任心强、能承受一定的工作压力。"
101,"上海-长宁区  |  1年经验  |  大专  |  招若干人  |  11-02发布","1.对UI设计，美术游戏设计有强烈兴趣2.独立完成UI设计、布局、美化、切图等工作3.具有扎实的美术功底和设计能力4.可以良好的与策划沟通，根据游戏风格，设计游戏整体界面5.在上级的领导和监督下完成工作要求6.学习能力强，工作热情高，富有责任感 软件需求：能熟练运用PS，AI等设计软件，熟悉NGUI优先PS:简历请附作品"
102,"北京  |  1年经验  |  大专  |  招1人  |  11-02发布","1.根据文案需求进行原创人物IP创作与绘制插画，准确的表现文案所要表达的内容；2.根据需求，绘制故事场景、人物、道具等；并具备制作动态效果的能力，如动态表情包等；3.可以用手绘板绘制不同内容的插画与漫画；能熟练的运用PS、CAD、CD2、AI 等工具；4.用画面表达内容，不拘泥形式，能有多种绘画风格；5.具备一定的品牌意识，通过画面表达出一个品牌具备的风格与特点；任职要求：1.美术、设计专业毕业优先；2.有扎实的美术功底和较强的自主创作能力，有自己风格的作品；3.熟练操作手绘板和ps、ai等绘画工具；4.有想法、有创意；有教育类产品工作经验的优先 ;5.优秀的团队合作精神，积极负责，善于沟通与分享，有一定的抗压能力。 本公司除去基本工资外，还有全勤奖、积分奖、贡献奖等多种奖项，有五险，有节日礼物，生日礼物，公司团建等，期待您的加入！"
103,"广州  |  无工作经验  |  本科  |  招若干人  |  11-02发布","职位描述：1.负责公司灵云平台及智能语音、智能客服、智能图像等智能人机交互技术与产品的销售与市场开拓；2.制订切实可行的区域/行业销售拓展策略和计划，用于支撑区域/行业的销售收入的短期和长期快速增长；并定期审核调整，确保销售计划的执行以及区域/行业销售目标的达成；3.不断挖掘客户资源，建立客户渠道，发展新业务，完成既定的销售目标；4.维护和发展客户关系，建立长期、良好、稳固的客户关系体系；5.了解客户需求，为客户提供服务解决方案。任职资格：1.学历要求：  -统招本科及以上学历；2.工作经验：  -3年以上IT软件行业销售经验；  -有软件类或人工智能类产品销售经验（行业客户的直销及渠道销售）者优先；  -具备良好的职业形象，思维清晰敏捷，逻辑分析能力强；  -具备良好的口头和书面表达能力，善于与人沟通；  -能够承担一定的工作压力，勇于挑战新目标；  -具有良好的市场分析判断能力及对客户的把握能力，保持与客户之间的沟通及对项目的深入挖掘与拓展；  -具有积极进取的工作态度及良好的职业素养，具有良好的团队合作精神。3.能力要求：  -具备良好的沟通能力，能与各层面人员沟通；  -具有良好的服务意识、职业素养，具备项目掌控能力；  -具备良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的销售经验。4.素质要求：  -工作踏实，态度积极，能够承受较强的工作压力，能适应严格项目管理及公司的各项管理制度；；  -有较强的责任心，正直诚实，值得信赖、有冲劲，意志坚定。优先考虑：  -熟悉或了解云计算，语音交互技术应用、智能客服应用、CTI行业应用等HCI技术与应用产品，了解CTI、移动互联网、互联网式平台者优先"
104,"上海-宝山区  |  无工作经验  |  招若干人  |  11-02发布","岗位职责：1、熟练操作PS、AI,photoshop等软件2、具有基本的美术功底以及良好的构思能力，能够独立完成设计工作3、勤奋踏实，吃苦耐劳，能够使用互联网行业的工作习惯4、需要有一定的文化策划以及写作能力任职要求：1、广告设计、平面设计相关专业或视觉传达专业，本科及以上学历；2、能熟练运用PS、AI设计软件，能进行PPT的设计版式排版；3、具备良好的审美水平和平面设计能力；4、具有较强的理解、领悟能力、工作协调能力和创造力。5、有相关工作经验者优先考虑。“专家宝”，源于同济大学及国家自然科学基金委“轨道交通系统工程开放智库平台构建研究”并获得上海市科学技术协会科研成果鉴定，是在“互联网+”的时代背景下，致力于让专家智慧更便捷地服务于工程项目的APP平台。目前汇聚了轨道交通、地下空间开发、桥隧工程、水利工程、高层建筑、BIM等领域海量工程专家，是国内领先的工程智库分享平台，提供最便捷的工程专家综合咨询服务。平台先后与上海建科委，南宁地铁集团等政府和企业签订战略合作协议，通过专家库搜索，网上工程会议，网上工程需求招投标等业务服务国家基础设施建设，立足国家十三五发展规划，以绿色理念，通过自主创新自主开发的专家宝工程平台，为工程行业从业者及其相关企业提供便捷、及时、高效的服务。“专家宝”以“平台、分享、共赢”为理念，以“让专业智慧更高效地助力基础设施建设发展”为使命，以“致力于成为工程领域最卓越的智慧共享平台”为愿景，不断探索，为产业发展贡献力量。平台的主要服务对象：所有工程参建单位，行业专家,咨询管理公司，个人会员平台的主要功能：一． 充分利用互联网技术为企业和专家建立沟通的桥梁，取代部分传统工作方式，将线下评审线下会议等移到线上平台，通过远程视频会议解决无需现场勘查的各项事宜。专家由出差到业主单位转为互联网平台线上进行业务咨询、阶段业务评审、远程工程会议，既节省了时间，又免去了做空中飞人的辛苦,大大提高了专家有效工作时间。二．由平台协助各企业发起远程会议，进行会议纪要上传、线上专家签字确认、专家费用线上支付、提供专家服务费发票等一揽子服务，并根据企业需求推荐专业的一流的项目评审机构或相关专家，也可以发布设备需求与同行进行资源共享三． 平台为企业员工专业培训提供丰富资源，无论您的企业走到哪，专家的智慧将支持到哪四. 为广大平台个人会员提供专业的知识和专家议题分享，以及各专业会议的相关最新资讯，拓展专业人脉……公司待遇待遇优厚，双休，5险1金，带薪年假，团队活动，13薪，股权激励……"
105,"广州-天河区  |  1年经验  |  大专  |  招1人  |  11-02发布  |  绘画 艺术设计","：1. 课件动画制作2. 网页动画制作3. 课件交互内容制作4. 相关项目flash实验制作5. 辅助平面设计人员制作相关图片6. 编写项目开发方案：1. flash as3.0熟练2. photoshop熟悉3. AI软件熟练使用1. 了解当前平面动画发展最前沿信息2. 软件开发技术了解【公司福利】1、工作时间：周一至周五，双休；2、公司员工均可享受社会保险、传统节假日、带薪年假等福利；3、每年至少一次调薪机会；4、公司每年至少三次以上集体聚餐活动。5、公司执行每两周的一次内部员工培训，让每位员工均能获得除了岗位之外其它知识。"
106,"深圳-南山区  |  5-7年经验  |  本科  |  招1人  |  11-02发布  |  计算机科学与技术 美术学","岗位职责：1、负责完成前期产品市场需求收集,市场调研,制订产品规划和产品运营策略;2、分析金融市场、研究竞争对手、不断改进公司产品;3、协调好与开发、测试、设计等部门之间的关系,推动产品开发和上线;4、根据产品运营策略制定产品升级迭代的版本需求,推动产品按期按质开发上线,快速迭代;5、通过产品运营过程中的问题,规划产品改进方向,确定产品的优化内容,提升产品运营的效果 任职要求:1、全日制本科及以上学历,金融、计算机、设计等相关专业;2、有5年以上APP端产品设计经验,成功主导过整体产品或重要模块的设计迭代及项目推进工作;3、精通产品规划及原型策划对用户体验有深刻的认知和见解;4、至少熟悉一款以上国内机构通用的金融行情、资讯、交易软件;5、优秀的逻辑思维能力和沟通表达能力,有互联网产品及运营思维,有较强的抗压能力和推动力;6、有金融、资讯、理财等移动应用及社交产品设计工作经验者优先,对AI算法及应用场景熟悉者优先;"
107,"深圳  |  2年经验  |  大专  |  招3人  |  11-02发布","岗位职责：1、负责公司所对其分配的区域渠道拓展及维护工作。前期主要面向所属区域内教育行业的安防工程商、集成商以及教育装备供应商、教育服务商等，完成相应任务的产品销售；2、负责公司分配的年度个人销售回款任务；3、负责区域市场的竞争对手情况及市场的调研工作，每季度提交调研分析报告；4、积极开展和协助渠道客户做好终端市场的发展维护和建设工作；5、建立客户档案，做好销售渠道的信息收集、整理、分析工作；6、负责支持项目的投标、商务谈判、合同签约及售后协调工作。任职要求：1、大专及以上学历，两年及以上教育行业销售经验；2、具备良好的客户沟通能力和较高的商务处理能力，具有良好的团队协作精神；3、有较强的责任心和事业心，富有工作激情，具有高度的职业操守；4、熟悉AI+安防产品，有一定客户资源者优先考虑。5、有教育系统、政府部门、系统集成等客户资源或销售工作经验者优先；公司提供以下福利：1、行业内极具竞争力的薪酬待遇；2、广阔的发展平台和发展前景；3、五天工作制，每日工作7小时；4、丰富的员工业余活动；5、社保保险：购买五险一金；6、带薪休假：享有带薪年假、休假、享受国家规定假期."
108,"广州-番禺区  |  1年经验  |  大专  |  招15人  |  11-02发布","1、主要负责生日、节日、派对、晚会等聚会装饰产品的设计。2、根据提供的思路和要求，配合运营部、完成产品设计与开发；3、根据产品运营部要求，设计出新颖有创意的产品设计图；4、全部产品需要二维设计，精通二维设计软件使用。任职要求：1、设计或相关专业毕业；大专及以上学历 ，一年以上时尚产品全职设计经验（有潜力、悟性高者可放宽）2、工作勤恳，有持久的责任心和团队精神；沟通能力强，善于表达与交流；3、善于理解客户需求，充分揣摩并尊重市场，把握市场方向；4、对造型和色彩有充分的感知和把握能力，具有敏锐的洞查力；5、可用软件绘制二维效果图、建模、渲染（注：一定要对Coreldraw或AI软件操作熟练，如对此软件不熟悉者勿投简历，懂PRO/E更佳）；6、有摄像功底更佳，利用自身的行业背景和知识，在设计和制作上有效的控制成本。7、美院毕业和有经验者优先，此岗位只需***工作时间;5.5天制，周一至周五早8点30分至下午5点30分，中午休息1小时30分，周六早8点30分至12点"
109,"深圳-南山区  |  无工作经验  |  大专  |  招1人  |  11-02发布","职位要求1.0-2年视觉设计从业经验，有连锁行业从业经验优先；2.负责公司VI视觉设计、活动专题海报、编辑排版及推广图片等设计；3.同产品及相关人员讨论产品与交互方案，能给予有效的视觉设计策略支持；4.有较好的专业知识广度，熟练操作相关设计软件（PS,AI），熟悉FLASH，Dreamweaver等软件者更佳；5.艺术设计及相关专业大专以上学历。工作地点：深圳（深圳市南山区粤兴二道6号武汉大学产学研大楼B座708）"
110,"深圳-南山区  |  2年经验  |  本科  |  招1人  |  11-02发布  |  艺术设计 媒体创意","岗位职责：1、优秀的文案撰写功底，具有独立完成品牌营销、形象定位、产品营销、广告口号、主题及软文内容创意能力优先，策划方案符合品牌整体创意思路，切合满足独特性和可执行性；2、公司品牌宣传物料设计，公司文创产品包装设计，各类宣传品的策划设计制作；3、公司微信公众号版式设计发布及公司各类媒体推广宣传；4、项目所需资料的设计、制作与创新；  5、展会、展览相关物料设计、制作及其它图文处理（各类展会展台、终端、路演及各类公关活动的设计竞标）；  6、协助其他部门人员对设计及美学方面的工作顺利完成。任职资格：1、2年以上文案策划经验及平面设计从业经验；2、具备良好的美术基础、创意思维、设计能力，良好的沟通理解能力；3、熟练使用Photoshop/AI/CDR等平面设计软件，具有扎实的美术功底及艺术修养，有审美及创意能力；4、作图速度快，具备良好的团队配合及协调能力；                                            5、工作认真，有责任心，踏实肯干，富有团队精神。"
111,"深圳-南山区  |  无工作经验  |  招1人  |  11-02发布","岗位职责：1、参与产品需求分析，负责产品(人机交互，程序类，游戏类)整体UI设计与用户体验，包括交互设计、视觉设计、界面结构、操作流程等；2、负责项目中各种交互界面、图标、LOGO及相关宣传页面等相关元素的设计与制作；3、能积极与开发沟通，推进界面及交互设计的最终实现。4、负责软件界面的美术设计、创意工作和制作工作。5、根据各种相关软件的用户群，提出构思新颖、有高度吸引力的创意设计。6、与产品、技术、运营团队紧密配合，不断优化UI界面，提高用户体验。任职要求：1、大专学历，艺术设计、工业设计、平面设计、视觉传达、视觉设计等相关专业；2、1年以上相关工作经验；3、熟悉多媒体UI视觉设计，并有成功案例或作品，熟练使用PS、AI、AE，Flash、DW、Axure、Sketch，3Dmax等软件；4、充分理解以用户为中心的界面设计，掌握人机交互，游戏类 UI、UE交互设计，Web前端布局，平面视觉设计动态设计技能；5、认真细致, 善于创新, 对视觉设计、色彩有敏锐的观察力及分析能力；6、良好的沟通能力和团队协作精神，能承受工作压力；注：投递简历请附带作品链接地址！！！"
112,"广州-天河区  |  1年经验  |  大专  |  招30人  |  11-02发布","一、岗位职责：1、通过电话与客户进行有效沟通, 发掘意向客户，并完成销售业绩；2、维护老客户，挖掘客户的最大潜力；3、定期与合作客户进行沟通，建立良好的长期合作关系；4、公司提供意向客户资源，不需要个人寻找客户；5、销售的产品是面向所有需要开拓企业客户资源的公司，市场巨大；6、挖掘意向客户后，有相应的技术人员配合后期支持。二、任职资格：1、20-35岁，口齿清晰，普通话流利，语音富有感染力；2、对销售工作有较高的热情；3、具备较强的学习能力和优秀的沟通能力；4、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；5、有强烈的事业心、责任心和积极的工作态度；6、条件优秀的应届生亦可，有相关电话销售工作经验者优先。三、薪资待遇：1. 带薪培训，无责底薪（4000-5000）+高提成+奖金=8000以上不封顶，多劳多得；2. 转正后享有绩效考核奖金、年度奖金；3. 按国家标准为员工缴纳养老保险、医疗保险、失业保险、工伤保险和生育保险、公积金；4. 周末双休，享受国家法定假期；5. 和谐轻松的工作氛围，丰富的员工活动，让大家健康生活、快乐工作；6、能力优秀者可往团队管理方向发展，公司提供良好的发展晋升空间。产品简介：    电话销售人员负责销售的产品属于按年续费型产品，客户每年都可以续费，    该产品目前已有超1000家企业用户，其中包括阿里巴巴、分众传媒、今日头条等行业巨头。与此同时，还获得了阿里巴巴、启明创投、九合创投、英诺基金等优秀资本的肯定。   未来，将继续深耕企业级服务，在不断优化产品和服务的同时，进一步利用前沿的大数据和AI技术，帮助企业打造优质的智能销售体验，全面提升销售效率。工作时间：周一至周五 9：00-18：00"
113,"深圳-南山区  |  1年经验  |  大专  |  招1人  |  11-02发布","3. 具备HTML,CSS.HTML5的相关知识4. Cross Browsing及对网页标准理解1. 相关专业毕业者优先2. 具备ASP、PHP等网络开发语言相关知识者3. 掌握 Java script4. Responsive Web 项目经验者5. 可接受应届毕业生邮箱地址：kimil02@ramblebotstudio.comyingji1992@ramblebotstudio.com工作地址深圳市南山区科技园芒果网总部大厦1012"
114,"北京-朝阳区  |  无工作经验  |  硕士  |  招5人  |  11-02发布","岗位职责：职位要求："
115,"上海-普陀区  |  3-4年经验  |  本科  |  招1人  |  11-02发布","1. 产品交互设计；2. 产品原型制作，《产品详细设计说明书》编写；3. 协助UI 设计师完成用户界面设计；4. 收集并评估用户或技术支持人员对产品使用体验的反馈，通过优化设计改进用户体验；5. 负责产品上市推广文案的编写，内容材料的收集、整理与美化。岗位要求：1. 有3年以上的产品交互设计经验，具备良好的交互设计理论；2. 熟悉应用交互设计方法与工具（Axure、Visio、XMind、sketch、POP、快现、UIDPlayer等），能够独自完成高品质的界面和友好的体验设计；3. 对于各平台架构，以及不同版本的技术特性和局限性有相当的认识；4. 熟悉产品开发流程，具有优秀的用户行为分析能力；5. 逻辑分析能力强，善于沟通与协调，良好的合作态度和团队精神；6. 有较出色的文案内容功底。7.产品详情页及模板设计，产品宣传Banner制作，图片规范管理8.熟练Dr、Ps、Ai等软件；"
116,"深圳-南山区  |  2年经验  |  大专  |  招若干人  |  11-02发布","
						岗位职责：1、负责App推广中的宣传图片、网站、活动等设计；2、负责App周边产品的物料设计制作；3、负责App合作方案包装；4、负责公司的网站以及VI设计。职位要求：1、 美术、平面设计相关专业，大学专科以上学历；2、 有一定美术基础，可熟练使用PhotoShop、AI等2D设计软件；3、 有较强的界面设计能力和的手绘创造能力；4、 认真细致，善于创新，对视觉设计、色彩有敏锐的观察力及分析能力；5、 良好的沟通能力，善于对设计的表达，强烈的学习热情和进取心；6、 熟悉手机App的UI，有宣传推广设计经验的优先。						
																		
						
						
					"
117,"深圳-福田区  |  2年经验  |  大专  |  招1人  |  11-02发布","岗位职责：1、 负责项目视觉创意设计，把握整体设计风格2、准确理解客户或上属的创意进行视觉创作3、协调部门负责人管理运营部日常相关创意工作的开展4、消化客户的反馈意见，提出不同视觉表现形式进行设计。任职资格：1、 大学专科及以上学历；美术、设计相关专业，优先考虑2、 有两年以上品牌设计、全案设计等相关工作经验； 面试带设计作品3、 熟练掌握Photoshop、Coreldraw、AI等设计软件；有手工绘图技能者优先。 4、思维创新活跃、具有一定的审美能力、 具有较强的创造力、理解、领悟能力和工作协调能力我们这里有：1.舒适的工作环境和有爱的工作伙伴2.五险一金，年终奖励，员工旅游、健全的培训制度3.五天七小时工作制4.从专员、主管、经理等晋升空间公司微信公众号：感识科技"
118,"北京  |  5-7年经验  |  本科  |  招1人  |  11-02发布","1.负责灵云人工智能开放平台、灵云智能产品线品牌建设及有效的推广宣传：包括公司市场战略规划，制定市场总体工作计划，编制市场推广、品牌、公关、活动等方面的具体方向和实施方案；2.进行市场调研与分析，研究同行、业界发展状况，定期进行市场预测及情报分析，为公司决策提供依据；3.策划、组织市场活动与媒体报道，熟悉各种类型媒体的特点和需求，对热点事件具有强烈的敏感度，能够迅速发掘热点并引发媒体报道，并撰写媒体稿件，包括：新闻稿、深度稿、公司及活动介绍、媒体问答等；4.制定公司品牌管理策略，维护公司品牌形象，建立品牌管理和新闻传播体系；5.制定公司整体公关策略及危机公关的应对处理；6.建立、完善市场部门工作流程以及制度规范；7.制定市场推广费用预算及市场部全年整体财务预算制定、控制以及完善激励考核制度；8.参与公司企业文化的建立和完善，并管理市场团队，对团队成员和相关部门进行市场培训和指导。任职资格：1.学历要求：  -毕业于211或985院校、统招本科及以上学历，理工科专业。2.工作经验：  -5年以上市场策划与运营经验，有品牌建设与推广经验；  -具备很强的策划能力，精通活动的全盘策划，熟悉各类媒体运作方式，有大型市场推广成功经验；  -具备敏感的商业和市场意识，分析问题及解决问题能力强，具备优秀的资源整合能力和业务推进能力；  -深厚的文案功底，有各种市场宣传资料的撰写、版面设计等经验；  -具有良好的沟通、协调能力，良好的公关活动执行能力，能够有效应对突发事件，并具有丰富的团队建设经验；  -熟悉并掌握相关活动平行合作单位资源（媒体记者、场地、AV、展览展示设计、印刷、制作、舞台展示等）。3.能力要求：  -有很强的责任心，良好的职业操守，具有大局观和使命感。  -想象力丰富，有创意、有激情，良好的沟通能力和团队合作精神；  -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的知识和经验。4.素质要求：  -工作踏实，态度积极，能够承受工作压力；  -责任心强，正直诚实，值得信赖。5.优先考虑：  -了解语音、手写、OCR、AI、云计算应用者；  -了熟悉移动互联网应用和产业动态、有互联网企业3年以上从业经历者。"
119,"广州-天河区  |  无工作经验  |  中专  |  招10人  |  11-02发布","岗位要求：1、中专及以上学历，有一定的上进心；2、18-30岁，有一定的审美能力，具备良好的学习能力、沟通能力，有较好的综合素质；3、对设计感兴趣，并且以后想进入该行业；4、综合素质优秀、学习能力、接受能力优秀者可提供相关的学习培养；5、了解PS、AI、coreldraw、CAD等操作软件。岗位职责：1、协助设计师负责公司形象展示宣传、LOGO、海报、名片、宣传册等设计工作；2、协助设计师负责公司产品的包装美化等设计；3、配合其他部门设计相关工作。培养机制：在成熟的运营管理机制下，为所有在职人员提供系统化的入职培训。工作时间：早9:00-晚18:00 双休 法定节假日休息，带薪年假福利待遇：1、科学合理的绩效考核体系以及具有竞争优势的薪酬制度！2、为员工购买五险一金，让员工无后顾之忧！3、人性化的培训管理制度、一对一的指定帮助让员工快速融入新环境并成长！4、五天八小时工作制、周末双休、法定节假日之外的带薪病假、年休假，让员工与家人共享美好生活！提供完善的新员工阶段入职培训"
120,"北京  |  无工作经验  |  本科  |  招3人  |  11-02发布","家入围企业之一。现有骨干人员全部是行业一流专家，目标是以多年积累的先进技术和优秀产品为基础，建立中国人的世界级的智能卡企业。新劳动者所有，未来的公司属于你。米，媒体村天畅园。逻辑思维能力强者优；"
121,"上海-静安区  |  无工作经验  |  招1人  |  11-02发布","1. 负责公司活动及商业项目的视频拍摄及剪辑2. 具有独立完成一个完整视频制作能力（前期脚本、拍摄、后期制作、特效、字幕等）3. 具有内容策划，脚本编写能力，脑洞大，和***本一起头脑风暴。任职要求：1、视频制作经验丰富，影视、新闻、编导、等相关专业。2、2年以上相关工作经验，熟练掌握AE/PR/PS / AI等软件。3、同时具备摄影、摄像器材技能优先。                                    4、良好的团队合作意识，有较强的主动性和创造性，工作效率高。"
122,"深圳-南山区  |  无工作经验  |  招1人  |  09-03发布","1.了解并收集语音交互信息，建立文案模型；2.编写AI语音交互技能，需做到逻辑清晰，内容丰富，尽量满足客户需求；3.梳理编写语音交互知识库，不断扩充多口语化问法，提升智能机器人的交互能力；4.跟进日常使用状况，优化智能机器人语音交互技能。任职要求：1.具备一定的文字功底和逻辑思维能力；2.具有较强的客户服务意识，亲和力强，商务交流能力强，具有独立解决问题的能力；3.具有较强的自我激励意识，能够不断探索提高客户满意度；4.对人工智能产品有浓厚的兴趣；5.各大语音交互平台（科大讯飞、百度语音等）开发有经验者优先；6.专科及以上学历，优秀应届毕业生亦可。"
